Date,Oil volume (m3/day),Volume of liquid (m3/day),Gas volume (m3/day),Water volume (m3/day),Water cut (%) ,Working hours,Dynamic level (m),Reservoir pressure (atm)
2013-01-01,49,70,13055,21,29,24,1819,214
2013-01-02,49,70,13055,21,29,24,1836,214
2013-01-03,49,70,13055,21,29,24,1788,214
2013-01-04,49,70,13055,21,29,24,1789,214
2013-01-05,44,70,11768,26,36,24,1825,214
2013-01-06,44,70,11768,26,36,24,1781,214
2013-01-07,43,68,11432,25,36,24,1790,214
2013-01-08,43,68,11432,25,36,24,1784,214
2013-01-09,43,68,11432,25,36,24,1831,214
2013-01-10,43,68,11432,25,36,24,1831,214
2013-01-11,43,68,11432,25,36,24,1828,214
2013-01-12,42,68,11253,26,37,24,1761,214
2013-01-13,43,69,11418,26,37,24,1789,214
2013-01-14,43,69,11418,26,37,24,1764,213
2013-01-15,44,71,11749,27,37,24,1764,213
2013-01-16,44,71,11749,27,37,24,1764,213
2013-01-17,44,71,11749,27,37,24,1754,213
2013-01-18,44,71,11749,27,37,24,1763,213
2013-01-19,46,70,12319,24,33,24,1768,213
2013-01-20,46,70,12319,24,33,24,1785,213
2013-01-21,44,70,11768,26,36,24,1788,213
2013-01-22,44,70,11768,26,36,24,1779,213
2013-01-23,44,70,11768,26,36,24,1786,213
2013-01-24,43,69,11600,26,36,24,1769,213
2013-01-25,43,69,11418,26,37,24,1781,213
2013-01-26,43,69,11418,26,37,24,1789,213
2013-01-27,43,69,11418,26,37,24,1785,213
2013-01-28,43,69,11418,26,37,24,1787,213
2013-01-29,43,69,11418,26,37,24,1779,213
2013-01-30,43,69,11418,26,37,24,1780,213
2013-01-31,47,70,12503,23,32,24,1780,213
2013-02-01,47,70,12503,23,32,24,1774,213
2013-02-02,47,72,12671,25,33,24,1766,213
2013-02-03,47,75,12608,28,36,24,1783,213
2013-02-04,47,75,12608,28,36,24,1770,213
2013-02-05,48,76,12776,28,36,24,1781,213
2013-02-06,49,78,13113,29,36,24,1773,213
2013-02-07,49,78,13113,29,36,24,1772,213
2013-02-08,49,78,13113,29,36,24,1764,213
2013-02-09,49,78,13113,29,36,24,1766,212
2013-02-10,48,78,12908,30,37,24,1763,212
2013-02-11,48,78,12908,30,37,24,1783,212
2013-02-12,49,79,13073,30,37,24,1784,212
2013-02-13,46,78,12293,32,40,24,1782,212
2013-02-14,46,78,12293,32,40,24,1793,212
2013-02-15,42,71,11190,29,40,24,1787,212
2013-02-16,41,70,11032,29,40,24,1781,212
2013-02-17,41,70,11032,29,40,24,1783,212
2013-02-18,41,70,11032,29,40,24,1788,212
2013-02-19,45,70,11952,25,35,24,1792,212
2013-02-20,45,70,12136,25,34,24,1794,212
2013-02-21,46,72,12482,26,34,24,1819,212
2013-02-22,47,73,12656,26,34,24,1837,212
2013-02-23,47,73,12656,26,34,24,1830,212
2013-02-24,44,73,11889,29,38,24,1838,212
2013-02-25,44,73,11889,29,38,24,1843,212
2013-02-26,48,74,12829,26,34,24,1854,212
2013-02-27,48,74,12829,26,34,24,1877,212
2013-02-28,47,73,12656,26,34,24,1939,212
2013-03-01,44,73,11889,29,38,24,1843,212
2013-03-02,44,73,11889,29,38,24,1849,212
2013-03-03,45,73,12080,28,37,24,1861,212
2013-03-04,45,73,12080,28,37,24,1832,212
2013-03-05,46,75,12411,29,37,24,1831,212
2013-03-06,46,74,12246,28,37,24,1847,212
2013-03-07,43,74,11663,31,40,24,1845,211
2013-03-08,43,74,11663,31,40,24,1853,211
2013-03-09,43,74,11663,31,40,24,1940,211
2013-03-10,43,74,11663,31,40,24,1852,211
2013-03-11,43,74,11663,31,40,24,1854,211
2013-03-12,43,74,11663,31,40,24,1855,211
2013-03-13,43,74,11663,31,40,24,1861,211
2013-03-14,43,74,11663,31,40,24,1847,211
2013-03-15,43,74,11663,31,40,24,1854,211
2013-03-16,43,74,11663,31,40,24,1823,211
2013-03-17,43,74,11663,31,40,24,1831,211
2013-03-18,45,77,12136,32,40,24,1901,211
2013-03-19,45,77,12136,32,40,24,1887,211
2013-03-20,44,75,11820,31,40,24,1851,211
2013-03-21,45,76,11978,31,40,24,1872,211
2013-03-22,45,77,12136,32,40,24,1869,211
2013-03-23,45,77,12136,32,40,24,1881,211
2013-03-24,43,73,11505,30,40,24,1874,211
2013-03-25,43,74,11663,31,40,24,1863,211
2013-03-26,43,74,11663,31,40,24,1870,211
2013-03-27,43,74,11663,31,40,24,1836,211
2013-03-28,45,77,12136,32,40,24,1853,211
2013-03-29,43,73,11505,30,40,24,1862,211
2013-03-30,43,73,11505,30,40,24,1867,211
2013-03-31,39,73,10546,34,45,24,1862,211
2013-04-01,41,77,11124,36,45,24,1858,211
2013-04-02,44,77,11731,33,42,24,1858,210
2013-04-03,44,77,11731,33,42,24,1857,210
2013-04-04,44,77,11731,33,42,24,1857,210
2013-04-05,44,77,11731,33,42,24,1841,210
2013-04-06,44,77,11731,33,42,24,1849,210
2013-04-07,44,77,11731,33,42,24,1862,210
2013-04-08,44,77,11731,33,42,24,1849,210
2013-04-09,44,77,11731,33,42,24,1877,210
2013-04-10,44,77,11731,33,42,24,1829,210
2013-04-11,44,77,11731,33,42,24,1841,210
2013-04-12,39,77,10517,38,48,24,1833,210
2013-04-13,39,77,10517,38,48,24,1846,210
2013-04-14,39,77,10517,38,48,24,1852,210
2013-04-15,39,77,10517,38,48,24,1853,210
2013-04-16,39,77,10517,38,48,24,1847,210
2013-04-17,39,77,10517,38,48,24,1861,210
2013-04-18,39,77,10517,38,48,24,1896,210
2013-04-19,39,77,10517,38,48,24,1985,210
2013-04-20,39,77,10517,38,48,24,1873,210
2013-04-21,39,77,10517,38,48,24,1863,210
2013-04-22,45,77,12136,32,40,24,1874,210
2013-04-23,45,77,12136,32,40,24,1870,210
2013-04-24,43,77,11529,34,43,24,1876,210
2013-04-25,43,77,11529,34,43,24,1865,210
2013-04-26,43,77,11529,34,43,24,1871,210
2013-04-27,43,77,11529,34,43,24,1870,210
2013-04-28,43,78,11678,35,43,24,1877,209
2013-04-29,43,78,11678,35,43,24,1877,209
2013-04-30,42,78,11269,36,45,24,1871,209
2013-05-01,40,78,10859,38,47,24,1874,209
2013-05-02,40,78,10859,38,47,24,1843,209
2013-05-03,40,78,10859,38,47,24,1859,209
2013-05-04,44,79,11828,35,43,24,1865,209
2013-05-05,44,79,11828,35,43,24,1872,209
2013-05-06,44,79,11828,35,43,24,1877,209
2013-05-07,44,79,11828,35,43,24,1876,209
2013-05-08,44,79,11828,35,43,24,1871,209
2013-05-09,44,79,11828,35,43,24,1873,209
2013-05-10,45,79,12036,34,42,24,1874,209
2013-05-11,45,79,12036,34,42,24,1882,209
2013-05-12,45,79,12036,34,42,24,1886,209
2013-05-13,45,79,12036,34,42,24,1889,209
2013-05-14,45,79,12036,34,42,24,1879,209
2013-05-15,45,79,12036,34,42,24,1879,209
2013-05-16,45,79,12036,34,42,24,1883,209
2013-05-17,45,79,12036,34,42,24,1874,209
2013-05-18,41,79,10998,38,47,24,1872,209
2013-05-19,41,79,10998,38,47,24,1870,209
2013-05-20,41,79,10998,38,47,24,1872,209
2013-05-21,41,79,10998,38,47,24,1884,209
2013-05-22,41,79,10998,38,47,24,1889,209
2013-05-23,41,79,10998,38,47,24,1893,208
2013-05-24,41,79,10998,38,47,24,1907,208
2013-05-25,41,79,10998,38,47,24,1902,208
2013-05-26,36,79,9753,43,53,24,1896,208
2013-05-27,36,79,9753,43,53,24,1878,208
2013-05-28,36,79,9753,43,53,24,1892,208
2013-05-29,36,79,9753,43,53,24,1890,208
2013-05-30,36,79,9753,43,53,24,1853,208
2013-05-31,36,79,9753,43,53,24,1869,208
2013-06-01,36,79,9546,43,54,24,1879,208
2013-06-02,36,79,9546,43,54,24,1873,208
2013-06-03,36,79,9546,43,54,24,1875,208
2013-06-04,36,79,9546,43,54,24,1875,208
2013-06-05,36,79,9546,43,54,24,1884,208
2013-06-06,36,79,9546,43,54,24,1889,208
2013-06-07,36,79,9546,43,54,24,1887,208
2013-06-08,36,79,9546,43,54,24,1894,208
2013-06-09,36,79,9546,43,54,24,1879,208
2013-06-10,36,79,9546,43,54,24,1862,208
2013-06-11,36,79,9753,43,53,24,1877,208
2013-06-12,36,79,9753,43,53,24,1890,208
2013-06-13,36,79,9753,43,53,24,1898,208
2013-06-14,37,80,9877,43,53,24,1897,208
2013-06-15,37,80,9877,43,53,24,1896,208
2013-06-16,37,80,9877,43,53,24,1898,208
2013-06-17,37,80,9877,43,53,24,1898,208
2013-06-18,36,78,9671,42,53,24,1897,207
2013-06-19,37,80,9877,43,53,24,1896,207
2013-06-20,37,80,9877,43,53,24,1898,207
2013-06-21,37,81,10000,44,53,24,1896,207
2013-06-22,37,81,10000,44,53,24,1898,207
2013-06-23,37,81,10000,44,53,24,1899,207
2013-06-24,37,81,10000,44,53,24,1901,207
2013-06-25,37,81,10000,44,53,24,1904,207
2013-06-26,37,81,10000,44,53,24,1902,207
2013-06-27,37,81,10000,44,53,24,1897,207
2013-06-28,37,81,10000,44,53,24,1897,207
2013-06-29,37,81,10000,44,53,24,1896,207
2013-06-30,39,81,10426,42,51,24,1908,207
2013-07-01,37,78,9991,40,51,23,1849,207
2013-07-02,39,81,10426,42,51,24,1868,207
2013-07-03,39,81,10426,42,51,24,1870,207
2013-07-04,40,81,10638,41,50,24,1872,207
2013-07-05,40,81,10638,41,50,24,1876,207
2013-07-06,40,81,10638,41,50,24,1880,207
2013-07-07,40,81,10638,41,50,24,1877,207
2013-07-08,40,81,10638,41,50,24,1877,207
2013-07-09,40,81,10638,41,50,24,1882,207
2013-07-10,40,81,10638,41,50,24,1884,207
2013-07-11,40,81,10638,41,50,24,1869,207
2013-07-12,36,81,9787,45,54,24,1881,207
2013-07-13,37,82,9908,45,54,24,1887,207
2013-07-14,37,82,9908,45,54,24,1891,206
2013-07-15,37,82,9908,45,54,24,1887,206
2013-07-16,38,82,10123,44,53,24,1891,206
2013-07-17,38,82,10123,44,53,24,1879,206
2013-07-18,38,82,10123,44,53,24,1892,206
2013-07-19,38,82,10123,44,53,24,1901,206
2013-07-20,38,82,10123,44,53,24,1907,206
2013-07-21,38,82,10123,44,53,24,1887,206
2013-07-22,38,82,10123,44,53,24,1884,206
2013-07-23,38,82,10123,44,53,24,1883,206
2013-07-24,38,82,10123,44,53,24,1907,206
2013-07-25,38,82,10123,44,53,24,1909,206
2013-07-26,37,83,10029,46,54,24,1899,206
2013-07-27,37,83,10029,46,54,24,1877,206
2013-07-28,37,83,10029,46,54,24,1876,206
2013-07-29,37,83,10029,46,54,24,1884,206
2013-07-30,39,83,10465,44,52,24,1885,206
2013-07-31,39,83,10465,44,52,24,1890,206
2013-08-01,39,83,10465,44,52,24,1876,206
2013-08-02,37,83,10029,46,54,24,1889,206
2013-08-03,37,83,10029,46,54,24,1877,206
2013-08-04,37,83,10029,46,54,24,1872,206
2013-08-05,34,83,9157,49,58,24,1874,206
2013-08-06,34,83,9157,49,58,24,1874,206
2013-08-07,34,83,9157,49,58,24,1883,206
2013-08-08,34,83,9157,49,58,24,1877,206
2013-08-09,34,83,9157,49,58,24,1879,205
2013-08-10,34,83,9157,49,58,24,1877,205
2013-08-11,37,83,9811,46,55,24,1917,205
2013-08-12,37,83,9811,46,55,24,1920,205
2013-08-13,37,83,9811,46,55,24,1917,205
2013-08-14,37,83,9811,46,55,24,1919,205
2013-08-15,37,83,9811,46,55,24,1924,205
2013-08-16,37,83,9811,46,55,24,1923,205
2013-08-17,37,83,9811,46,55,24,1923,205
2013-08-18,37,83,9811,46,55,24,1920,205
2013-08-19,37,83,9811,46,55,24,1922,205
2013-08-20,37,83,9811,46,55,24,1917,205
2013-08-21,37,83,10029,46,54,24,1916,205
2013-08-22,37,83,10029,46,54,24,1920,205
2013-08-23,38,84,10150,46,54,24,1903,205
2013-08-24,38,84,10150,46,54,24,1903,205
2013-08-25,38,84,10150,46,54,24,1897,205
2013-08-26,38,84,10150,46,54,24,1895,205
2013-08-27,38,84,10150,46,54,24,1891,205
2013-08-28,38,84,10150,46,54,24,1895,205
2013-08-29,37,83,10029,46,54,24,1894,205
2013-08-30,39,86,10391,47,54,24,1904,205
2013-08-31,39,86,10391,47,54,24,1905,205
2013-09-01,39,86,10391,47,54,24,1898,205
2013-09-02,36,88,9708,52,58,24,1903,205
2013-09-02,36,88,9708,52,58,24,1903,205
2013-09-03,36,88,9708,52,58,24,1907,204
2013-09-04,35,88,9477,53,59,24,1905,204
2013-09-05,35,88,9477,53,59,24,1907,204
2013-09-06,35,88,9477,53,59,24,1907,204
2013-09-07,34,84,9046,50,59,24,1889,204
2013-09-08,34,84,9046,50,59,24,1885,204
2013-09-09,34,84,9046,50,59,24,1887,204
2013-09-10,35,87,9370,52,59,24,1861,204
2013-09-11,34,87,9141,53,60,24,1858,204
2013-09-12,34,87,9141,53,60,24,1857,204
2013-09-13,34,87,9141,53,60,24,1860,204
2013-09-14,32,87,8684,55,62,24,1858,204
2013-09-15,32,87,8684,55,62,24,1838,204
2013-09-16,33,89,8884,56,62,24,1841,204
2013-09-17,33,89,8884,56,62,24,1844,204
2013-09-18,33,89,8884,56,62,24,1828,204
2013-09-19,33,89,8884,56,62,24,1837,204
2013-09-20,33,89,8884,56,62,24,1842,204
2013-09-21,33,89,8884,56,62,24,1840,204
2013-09-22,33,89,8884,56,62,24,1843,204
2013-09-23,33,88,8784,55,62,24,1849,204
2013-09-24,33,88,8784,55,62,24,1845,204
2013-09-25,33,88,8784,55,62,24,1842,204
2013-09-26,31,88,8321,57,64,24,1847,204
2013-09-27,31,88,8321,57,64,24,1843,204
2013-09-28,31,88,8321,57,64,24,1840,204
2013-09-29,31,88,8321,57,64,24,1847,203
2013-09-30,32,88,8553,56,63,24,1847,203
2013-10-01,32,88,8553,56,63,24,1791,203
2013-10-02,32,88,8553,56,63,24,1811,203
2013-10-03,32,88,8553,56,63,24,1808,203
2013-10-04,32,88,8553,56,63,24,1812,203
2013-10-05,24,88,6472,64,72,24,1807,203
2013-10-06,24,88,6472,64,72,24,1813,203
2013-10-07,24,88,6472,64,72,24,1820,203
2013-10-08,24,88,6472,64,72,24,1815,203
2013-10-09,25,90,6619,65,72,24,1821,203
2013-10-10,25,90,6619,65,72,24,1816,203
2013-10-11,25,90,6619,65,72,24,1817,203
2013-10-12,28,90,7565,62,68,24,1819,203
2013-10-13,28,90,7565,62,68,24,1821,203
2013-10-14,28,90,7565,62,68,24,1833,203
2013-10-15,28,90,7565,62,68,24,1879,203
2013-10-16,28,90,7565,62,68,24,1832,203
2013-10-17,28,90,7565,62,68,24,1838,203
2013-10-18,28,90,7565,62,68,24,1838,203
2013-10-19,28,90,7565,62,68,24,1835,203
2013-10-20,32,90,8511,58,64,24,1835,203
2013-10-21,32,90,8511,58,64,24,1837,203
2013-10-22,32,90,8511,58,64,24,1739,203
2013-10-23,32,90,8511,58,64,24,1938,203
2013-10-24,32,90,8511,58,64,24,1937,203
2013-10-25,32,90,8511,58,64,24,1739,202
2013-10-26,31,89,8426,58,64,24,1736,202
2013-10-27,31,89,8426,58,64,24,1740,202
2013-10-28,31,89,8426,58,64,24,1738,202
2013-10-29,32,90,8492,58,64,24,1736,202
2013-10-30,32,90,8492,58,64,24,1737,202
2013-10-31,31,88,8303,57,64,24,1839,202
2013-11-01,27,88,7380,60,68,24,1937,202
2013-11-02,27,88,7380,60,68,24,1838,202
2013-11-03,28,90,7548,62,68,24,1839,202
2013-11-04,28,90,7548,62,68,24,1837,202
2013-11-05,28,90,7548,62,68,24,1838,202
2013-11-06,28,90,7573,62,68,24,1839,202
2013-11-07,28,90,7573,62,68,24,1837,202
2013-11-08,28,90,7573,62,68,24,1839,202
2013-11-09,28,90,7548,62,68,24,1837,202
2013-11-10,26,90,7076,63,70,24,1844,202
2013-11-11,22,90,5897,68,75,24,1843,202
2013-11-12,22,90,5897,68,75,24,1843,202
2013-11-13,22,90,5897,68,75,24,1884,202
2013-11-14,22,90,5890,68,75,24,1847,202
2013-11-15,22,90,5890,68,75,24,1844,202
2013-11-16,24,90,6362,66,73,24,1847,202
2013-11-17,24,90,6362,66,73,24,1840,202
2013-11-18,24,90,6362,66,73,24,1845,202
2013-11-19,24,90,6355,66,73,24,1891,202
2013-11-20,24,90,6355,66,73,24,1875,201
2013-11-21,24,90,6355,66,73,24,1796,201
2013-11-22,27,90,7296,62,69,24,1749,201
2013-11-23,27,89,7247,62,69,24,1753,201
2013-11-24,27,89,7247,62,69,24,1763,201
2013-11-25,27,89,7247,62,69,24,1757,201
2013-11-26,27,89,7247,62,69,24,1783,201
2013-11-27,21,89,5611,68,76,24,1790,201
2013-11-28,21,89,5611,68,76,24,1814,201
2013-11-29,21,88,5548,67,76,24,1822,201
2013-11-30,21,88,5548,67,76,24,1822,201
2013-12-01,25,88,6703,63,71,24,1826,201
2013-12-02,25,88,6703,63,71,24,1819,201
2013-12-03,25,89,6780,64,71,24,1831,201
2013-12-04,25,89,6780,64,71,24,1849,201
2013-12-05,25,89,6780,64,71,24,1852,201
2013-12-06,25,89,6780,64,71,24,1849,201
2013-12-07,25,89,6780,64,71,24,1864,201
2013-12-08,22,89,5844,67,75,24,1870,201
2013-12-09,22,89,5844,67,75,24,1870,201
2013-12-10,22,89,5844,67,75,24,1870,201
2013-12-11,22,88,5779,66,75,24,1857,201
2013-12-12,22,88,5779,66,75,24,1857,201
2013-12-13,22,88,5779,66,75,24,1868,201
2013-12-14,22,88,5779,66,75,24,1868,201
2013-12-15,22,88,5779,66,75,24,1868,201
2013-12-16,22,88,5779,66,75,24,1866,200
2013-12-17,21,88,5548,67,76,24,1859,200
2013-12-18,21,90,5674,69,76,24,1854,200
2013-12-19,24,89,6312,65,73,24,1851,200
2013-12-20,24,89,6312,65,73,24,1851,200
2013-12-21,24,89,6312,65,73,24,1851,200
2013-12-22,24,90,6383,66,73,24,1851,200
2013-12-23,22,90,5910,68,75,24,1844,200
2013-12-24,21,90,5674,69,76,24,1848,200
2013-12-25,21,90,5674,69,76,24,1844,200
2013-12-26,21,90,5674,69,76,24,1834,200
2013-12-27,21,90,5674,69,76,24,1836,200
2013-12-28,22,92,5800,70,76,24,1831,200
2013-12-29,25,92,6766,67,72,24,1833,200
2013-12-30,25,92,6766,67,72,24,1824,200
2013-12-31,25,92,6766,67,72,24,1825,200
2014-01-01,25,92,6766,67,72,24,1821,200
2014-01-02,25,91,6693,66,72,24,1813,200
2014-01-03,20,91,5259,71,78,24,1824,200
2014-01-04,20,91,5259,71,78,24,1829,200
2014-01-05,20,91,5259,71,78,24,1825,200
2014-01-06,20,91,5259,71,78,24,1828,200
2014-01-07,20,91,5259,71,78,24,1821,200
2014-01-08,19,89,5143,70,78,24,1825,200
2014-01-09,24,89,6312,65,73,24,1828,200
2014-01-10,24,89,6312,65,73,24,1838,199
2014-01-11,24,89,6312,65,73,24,1864,199
2014-01-12,24,89,6312,65,73,24,1873,199
2014-01-13,24,89,6312,65,73,24,1862,199
2014-01-14,24,89,6312,65,73,24,1874,199
2014-01-15,24,89,6312,65,73,24,1892,199
2014-01-16,24,89,6312,65,73,24,1891,199
2014-01-17,24,89,6312,65,73,24,1891,199
2014-01-18,25,89,6780,64,71,24,1942,199
2014-01-19,25,89,6780,64,71,24,1842,199
2014-01-20,25,88,6703,63,71,24,1853,199
2014-01-21,25,88,6703,63,71,24,1854,199
2014-01-22,25,87,6627,62,71,24,1874,199
2014-01-23,22,88,5779,66,75,24,1871,199
2014-01-24,22,88,5779,66,75,24,1882,199
2014-01-25,22,88,5779,66,75,24,1907,199
2014-01-26,22,89,5844,67,75,24,1920,199
2014-01-27,22,89,5844,67,75,24,1869,199
2014-01-28,22,89,5844,67,75,24,1863,199
2014-01-29,24,89,6312,65,73,24,1847,199
2014-01-30,24,89,6312,65,73,24,1847,199
2014-01-31,22,83,5887,61,73,24,1853,199
2014-02-01,22,83,5887,61,73,24,1870,199
2014-02-02,19,83,5014,64,77,24,1877,199
2014-02-03,20,89,5377,69,77,24,1892,199
2014-02-04,22,89,5844,67,75,24,1885,199
2014-02-05,22,89,5844,67,75,24,1893,198
2014-02-06,22,88,5779,66,75,24,1890,198
2014-02-07,22,88,5779,66,75,24,1883,198
2014-02-08,21,86,5647,65,75,24,1879,198
2014-02-09,21,86,5647,65,75,24,1920,198
2014-02-10,21,86,5647,65,75,24,1930,198
2014-02-11,21,86,5647,65,75,24,1929,198
2014-02-12,21,86,5647,65,75,24,1931,198
2014-02-13,21,86,5647,65,75,24,1930,198
2014-02-14,21,86,5647,65,75,24,1925,198
2014-02-15,26,86,7003,60,69,24,1925,198
2014-02-16,26,86,7003,60,69,24,1890,198
2014-02-17,26,86,7003,60,69,24,1897,198
2014-02-18,26,86,7003,60,69,24,1893,198
2014-02-19,26,86,7003,60,69,24,1899,198
2014-02-20,26,86,7003,60,69,24,1884,198
2014-02-21,26,86,7003,60,69,24,1894,198
2014-02-22,26,86,7003,60,69,24,1922,198
2014-02-23,28,86,7455,58,67,24,1922,198
2014-02-24,28,86,7455,58,67,24,1922,198
2014-02-25,26,82,7108,56,67,24,1922,198
2014-02-26,26,82,7108,56,67,24,1927,198
2014-02-27,26,82,7108,56,67,24,1917,198
2014-02-28,26,82,7108,56,67,24,1927,198
2014-03-01,26,82,7108,56,67,24,1923,198
2014-03-02,26,82,7108,56,67,24,1921,198
2014-03-03,21,82,5600,61,74,24,1921,197
2014-03-04,21,82,5600,61,74,24,1921,197
2014-03-05,21,82,5600,61,74,24,1925,197
2014-03-06,21,82,5600,61,74,24,1922,197
2014-03-07,21,83,5668,62,74,24,1927,197
2014-03-08,21,83,5668,62,74,24,1925,197
2014-03-09,24,83,6541,59,70,24,1928,197
2014-03-10,24,83,6541,59,70,24,1934,197
2014-03-11,24,83,6541,59,70,24,1940,197
2014-03-12,22,76,5989,54,70,24,1932,197
2014-03-13,22,76,5989,54,70,24,1932,197
2014-03-14,22,76,5989,54,70,24,1932,197
2014-03-15,22,76,5989,54,70,24,1932,197
2014-03-16,22,76,5989,54,70,24,1932,197
2014-03-17,22,76,5989,54,70,24,1932,197
2014-03-18,22,76,5989,54,70,24,1932,197
2014-03-19,22,76,5989,54,70,24,1932,197
2014-03-20,22,76,5989,54,70,24,1932,197
2014-03-21,22,76,5989,54,70,24,1932,197
2014-03-22,22,76,5989,54,70,24,1932,197
2014-03-23,22,76,5989,54,70,24,1932,197
2014-03-24,22,76,5989,54,70,24,1932,197
2014-03-25,22,76,5989,54,70,24,1932,197
2014-03-26,22,76,5989,54,70,24,1932,197
2014-03-27,22,76,5989,54,70,24,1932,197
2014-03-28,22,76,5989,54,70,24,1932,197
2014-03-29,3,98,772,95,97,24,1534,196
2014-03-30,7,99,1820,92,93,24,1534,196
2014-03-31,20,100,5253,80,80,24,1628,196
2014-04-01,24,97,6370,73,75,24,1724,196
2014-04-02,32,94,8642,62,65,24,1714,196
2014-04-03,32,94,8642,62,65,24,1741,196
2014-04-04,32,94,8642,62,65,24,1730,196
2014-04-05,26,90,7092,64,70,24,1821,196
2014-04-06,26,90,7092,64,70,24,1836,196
2014-04-07,26,90,7092,64,70,24,1840,196
2014-04-08,26,90,7092,64,70,24,1851,196
2014-04-09,26,88,6935,62,70,24,1859,196
2014-04-10,26,87,6856,61,70,24,1867,196
2014-04-11,26,87,7084,61,69,24,1864,196
2014-04-12,26,87,7084,61,69,24,1859,196
2014-04-13,27,88,7166,61,69,24,1864,196
2014-04-14,27,88,7166,61,69,24,1871,196
2014-04-15,27,88,7166,61,69,24,1871,196
2014-04-16,26,86,7003,60,69,24,1869,196
2014-04-17,26,86,7003,60,69,24,1871,196
2014-04-18,28,86,7455,58,67,24,1880,196
2014-04-19,28,86,7455,58,67,24,1878,196
2014-04-20,29,86,7681,57,66,24,1876,196
2014-04-21,29,88,7859,59,66,24,1877,196
2014-04-22,29,88,7859,59,66,24,1874,196
2014-04-23,29,88,7859,59,66,24,1874,195
2014-04-24,30,88,8090,58,65,24,1862,195
2014-04-25,30,88,8090,58,65,24,1865,195
2014-04-26,30,88,8090,58,65,24,1871,195
2014-04-27,30,88,8090,58,65,24,1873,195
2014-04-28,33,88,8784,55,62,24,1870,195
2014-04-29,33,88,8784,55,62,24,1874,195
2014-04-30,32,86,8584,54,62,24,1871,195
2014-05-01,33,88,8784,55,62,24,1882,195
2014-05-02,30,87,7998,57,65,24,1885,195
2014-05-03,30,87,7998,57,65,24,1862,195
2014-05-04,30,87,7998,57,65,24,1854,195
2014-05-05,30,87,7998,57,65,24,1862,195
2014-05-06,30,87,7998,57,65,24,1857,195
2014-05-07,30,88,8090,58,65,24,1860,195
2014-05-08,30,88,8090,58,65,24,1863,195
2014-05-09,28,88,7397,60,68,24,1862,195
2014-05-10,28,88,7397,60,68,24,1864,195
2014-05-11,28,88,7397,60,68,24,1900,195
2014-05-12,28,89,7481,61,68,24,1908,195
2014-05-13,28,89,7481,61,68,24,1922,195
2014-05-14,28,89,7481,61,68,24,1924,195
2014-05-15,28,89,7481,61,68,24,1930,195
2014-05-16,31,92,8216,61,66,24,1931,195
2014-05-17,31,92,8216,61,66,24,1951,195
2014-05-18,31,92,8216,61,66,24,1912,195
2014-05-19,28,84,7463,56,66,22,1885,194
2014-05-20,30,89,7948,59,66,24,1899,194
2014-05-21,26,79,7054,53,66,21,1854,194
2014-05-22,29,87,7770,58,66,24,1908,194
2014-05-23,29,88,7859,59,66,24,1911,194
2014-05-24,29,88,7859,59,66,24,1927,194
2014-05-25,27,88,7166,61,69,24,1942,194
2014-05-26,24,80,6479,55,69,22,1956,194
2014-05-27,27,88,7166,61,69,24,1950,194
2014-05-28,24,80,6479,55,69,22,1954,194
2014-05-29,26,87,7084,61,69,24,1858,194
2014-05-30,26,87,7084,61,69,24,1907,194
2014-05-31,24,79,6435,55,69,22,1924,194
2014-06-01,26,87,7084,61,69,24,1799,194
2014-06-02,25,87,6627,62,71,24,1916,194
2014-06-03,25,87,6627,62,71,24,1931,194
2014-06-04,24,84,6399,60,71,24,1972,194
2014-06-05,24,84,6399,60,71,24,1947,194
2014-06-06,21,76,5612,55,72,22,1955,194
2014-06-07,22,82,6031,60,72,24,1951,194
2014-06-08,22,82,6031,60,72,24,1937,194
2014-06-09,22,82,6031,60,72,24,1951,194
2014-06-10,22,82,6031,60,72,24,1951,194
2014-06-11,22,82,6031,60,72,24,1953,194
2014-06-12,22,82,6031,60,72,24,1951,194
2014-06-13,22,82,6031,60,72,24,1949,194
2014-06-14,21,82,5600,61,74,24,1949,193
2014-06-15,21,82,5600,61,74,24,1951,193
2014-06-16,21,82,5600,61,74,24,1950,193
2014-06-17,21,82,5600,61,74,24,1956,193
2014-06-18,19,75,5110,56,74,22,1956,193
2014-06-19,21,82,5600,61,74,24,1906,193
2014-06-20,21,83,5668,62,74,24,1907,193
2014-06-21,21,83,5668,62,74,24,1904,193
2014-06-22,19,76,5172,56,74,22,1911,193
2014-06-23,21,83,5668,62,74,24,1904,193
2014-06-24,20,80,5432,59,74,23,1903,193
2014-06-25,20,79,5409,59,74,23,1871,193
2014-06-26,21,83,5668,62,74,24,1876,193
2014-06-27,19,76,5172,56,74,22,1889,193
2014-06-28,21,83,5668,62,74,24,1869,193
2014-06-29,19,74,5048,55,74,22,1869,193
2014-06-30,21,81,5532,60,74,24,1886,193
2014-07-01,21,81,5532,60,74,24,1887,193
2014-07-02,20,80,5464,60,74,24,1887,193
2014-07-03,20,80,5464,60,74,24,1887,193
2014-07-04,20,80,5464,60,74,24,1890,193
2014-07-05,20,80,5464,60,74,24,1835,193
2014-07-06,20,80,5464,60,74,24,1838,193
2014-07-07,20,80,5464,60,74,24,1885,193
2014-07-08,20,80,5464,60,74,24,1888,193
2014-07-09,20,80,5464,60,74,24,1885,193
