Date,Oil volume (m3/day),Volume of liquid (m3/day),Gas volume (m3/day),Water volume (m3/day),Water cut (%) ,Working hours,Dynamic level (m),Reservoir pressure (atm)
2018-03-27,15,63,3984,48,76,24,1872,140
2018-03-28,15,63,3984,48,76,24,1872,140
2018-03-29,15,63,3984,48,76,24,1872,140
2018-03-30,15,63,3984,48,76,24,1872,140
2018-03-31,15,63,3984,48,76,24,1872,140
2018-04-01,15,65,4079,50,76,24,1872,140
2018-04-02,15,65,4079,50,76,24,1872,140
2018-04-03,15,65,4079,50,76,24,1872,140
2018-04-04,15,65,4079,50,76,24,1872,140
2018-04-05,15,65,4079,50,76,24,1872,140
2018-04-06,15,65,4079,50,76,24,1872,140
2018-04-07,15,65,4079,50,76,24,1872,139
2018-04-08,15,65,4079,50,76,24,1872,139
2018-04-09,16,65,4249,49,75,24,1872,139
2018-04-10,14,56,3690,42,75,24,1872,139
2018-04-11,14,57,3737,43,75,24,1872,139
2018-04-12,14,57,3737,43,75,24,1872,139
2018-04-13,15,57,4035,42,73,24,1872,139
2018-04-14,14,53,3733,39,73,22,1872,139
2018-04-15,15,57,4035,42,73,24,1872,139
2018-04-16,15,57,4035,42,73,24,1872,139
2018-04-17,15,57,4019,42,73,24,1872,139
2018-04-18,15,57,4035,42,73,24,1872,139
2018-04-19,15,57,4035,42,73,24,1872,139
2018-04-20,16,59,4163,43,73,24,1872,139
2018-04-21,16,59,4184,43,73,24,1872,139
2018-04-22,16,59,4184,43,73,24,1872,139
2018-04-23,17,64,4518,47,73,24,1872,139
2018-04-24,17,64,4518,47,73,24,1872,139
2018-04-25,17,64,4518,47,73,24,1872,139
2018-04-26,17,64,4518,47,73,24,1872,139
2018-04-27,16,64,4350,48,74,24,1872,139
2018-04-28,14,57,3879,42,74,21,1872,139
2018-04-29,16,62,4200,46,74,24,1872,139
2018-04-30,14,57,3866,42,74,24,1872,139
2018-05-01,14,57,3866,42,74,24,1872,139
2018-05-02,13,52,3527,39,74,22,1872,139
2018-05-03,15,57,4057,42,73,24,1872,138
2018-05-04,16,62,4418,46,73,24,1872,138
2018-05-05,16,62,4418,46,73,24,1872,138
2018-05-06,16,62,4418,46,73,24,1872,138
2018-05-07,14,54,3823,40,73,22,1872,138
2018-05-08,16,59,4170,43,73,24,1872,138
2018-05-09,16,59,4170,43,73,24,1872,138
2018-05-10,16,59,4170,43,73,24,1872,138
2018-05-11,14,58,3835,44,75,24,1872,138
2018-05-12,14,56,3697,43,75,24,1872,138
2018-05-13,14,56,3697,43,75,24,1872,138
2018-05-14,14,58,3776,43,75,24,1872,138
2018-05-15,14,58,3776,43,75,24,1872,138
2018-05-16,13,52,3421,39,75,24,1872,138
2018-05-17,13,52,3421,39,75,24,1872,138
2018-05-18,13,52,3421,39,75,24,1872,138
2018-05-19,13,52,3421,39,75,24,1872,138
2018-05-20,13,52,3441,40,75,24,1872,138
2018-05-21,12,52,3303,40,76,24,1872,138
2018-05-22,12,52,3303,40,76,24,1872,138
2018-05-23,12,52,3303,40,76,24,1872,138
2018-05-24,12,52,3303,40,76,24,1872,138
2018-05-25,14,58,3656,44,76,24,1872,138
2018-05-26,14,58,3656,44,76,24,1872,138
2018-05-27,13,56,3535,43,76,23,1872,138
2018-05-28,14,58,3656,44,76,24,1872,138
2018-05-29,14,58,3656,44,76,24,1872,137
2018-05-30,13,55,3458,42,76,23,1872,137
2018-05-31,14,58,3656,44,76,24,1872,137
2018-06-01,14,58,3656,44,76,24,1872,137
2018-06-02,14,58,3656,44,76,24,1872,137
2018-06-03,14,58,3656,44,76,24,1872,137
2018-06-04,12,58,3352,46,78,24,1872,137
2018-06-05,12,58,3352,46,78,24,1872,137
2018-06-06,12,58,3352,46,78,24,1872,137
2018-06-07,12,58,3352,46,78,24,1872,137
2018-06-08,11,53,2906,42,79,22,1872,137
2018-06-09,12,58,3199,46,79,24,1872,137
2018-06-10,12,58,3199,46,79,24,1872,137
2018-06-11,12,58,3199,46,79,24,1872,137
2018-06-12,11,54,2999,43,79,23,1872,137
2018-06-13,12,58,3199,46,79,24,1872,137
2018-06-14,12,58,3199,46,79,24,1872,137
2018-06-15,12,60,3310,48,79,24,1872,137
2018-06-16,12,60,3152,48,80,24,1872,137
2018-06-17,11,58,3021,46,80,23,1872,137
2018-06-18,11,56,2916,45,80,22,1872,137
2018-06-19,12,60,3139,48,80,24,1872,137
2018-06-20,12,60,3152,48,80,24,1872,137
2018-06-21,12,60,3152,48,80,24,1877,137
2018-06-22,13,59,3392,46,78,24,1880,137
2018-06-23,13,59,3546,45,77,24,1886,136
2018-06-24,12,51,3103,40,77,21,1887,136
2018-06-25,13,59,3546,45,77,24,1866,136
2018-06-26,13,59,3546,45,77,24,1871,136
2018-06-27,13,59,3546,45,77,24,1875,136
2018-06-28,13,59,3392,46,78,24,1876,136
2018-06-29,13,59,3392,46,78,24,1880,136
2018-06-30,12,57,3279,45,78,23,1882,136
2018-07-01,13,59,3392,46,78,24,1885,136
2018-07-02,13,59,3392,46,78,24,1873,136
2018-07-03,11,52,3011,41,78,21,1873,136
2018-07-04,13,59,3392,46,78,24,1873,136
2018-07-05,13,59,3392,46,78,24,1877,136
2018-07-06,13,59,3392,46,78,24,1878,136
2018-07-07,13,59,3392,46,78,24,1874,136
2018-07-08,13,59,3392,46,78,24,1875,136
2018-07-09,13,59,3392,46,78,24,1880,136
2018-07-10,12,59,3238,47,79,24,1880,136
2018-07-11,12,59,3238,47,79,24,1880,136
2018-07-12,12,59,3238,47,79,24,1872,136
2018-07-13,12,59,3238,47,79,24,1872,136
2018-07-14,12,59,3238,47,79,24,1871,136
2018-07-15,12,59,3238,47,79,24,1871,136
2018-07-16,11,59,3084,47,80,24,1847,136
2018-07-17,10,49,2596,40,80,20,1847,136
2018-07-18,12,61,3184,49,80,24,1866,136
2018-07-19,12,61,3184,49,80,24,1866,135
2018-07-20,13,59,3381,46,78,24,1866,135
2018-07-21,13,59,3381,46,78,24,1866,135
2018-07-22,13,59,3381,46,78,24,1866,135
2018-07-23,13,59,3381,46,78,24,1866,135
2018-07-24,12,59,3227,46,79,24,1866,135
2018-07-25,12,59,3227,46,79,24,1866,135
2018-07-26,12,59,3227,46,79,24,1866,135
2018-07-27,13,59,3381,46,78,24,1866,135
2018-07-28,13,59,3381,46,78,24,1866,135
2018-07-29,13,59,3381,46,78,24,1866,135
2018-07-30,13,59,3381,46,78,24,1866,135
2018-07-31,13,59,3381,46,78,24,1866,135
2018-08-01,13,59,3381,46,78,24,1866,135
2018-08-02,13,59,3381,46,78,24,1866,135
2018-08-03,13,59,3381,46,78,24,1866,135
2018-08-04,12,60,3152,48,80,24,1866,135
2018-08-05,12,60,3152,48,80,24,1866,135
2018-08-06,12,60,3152,48,80,24,1866,135
2018-08-07,12,60,3152,48,80,24,1866,135
2018-08-08,12,60,3152,48,80,24,1866,135
2018-08-09,12,60,3152,48,80,24,1866,135
2018-08-10,12,60,3310,48,79,24,1866,135
2018-08-11,12,60,3310,48,79,24,1866,135
2018-08-12,12,60,3310,48,79,24,1866,135
2018-08-13,12,60,3310,48,79,24,1866,135
2018-08-14,12,60,3310,48,79,24,1866,134
2018-08-15,13,60,3467,47,78,24,1866,134
2018-08-16,13,60,3467,47,78,24,1866,134
2018-08-17,13,60,3467,47,78,24,1866,134
2018-08-18,13,60,3467,47,78,24,1866,134
2018-08-19,13,60,3467,47,78,24,1866,134
2018-08-20,13,60,3467,47,78,24,1866,134
2018-08-21,13,60,3467,47,78,24,1866,134
2018-08-22,13,60,3467,47,78,24,1866,134
2018-08-23,13,60,3467,47,78,24,1866,134
2018-08-24,13,60,3467,47,78,24,1866,134
2018-08-25,12,57,3294,45,78,24,1866,134
2018-08-26,12,57,3294,45,78,24,1866,134
2018-08-27,12,57,3294,45,78,24,1868,134
2018-08-28,10,48,2782,38,78,22,1873,134
2018-08-29,12,53,3202,41,77,24,1873,134
2018-08-30,12,53,3202,41,77,24,1873,134
2018-08-31,12,53,3202,41,77,24,1873,134
2018-09-01,12,53,3202,41,77,24,1873,134
2018-09-02,12,53,3202,41,77,24,1887,134
2018-09-03,12,52,3129,40,77,24,1890,134
2018-09-04,12,53,3202,41,77,24,1890,134
2018-09-05,12,53,3202,41,77,24,1890,134
2018-09-06,13,54,3546,41,75,24,1893,134
2018-09-07,13,54,3546,41,75,24,1893,134
2018-09-08,13,54,3546,41,75,24,1893,134
2018-09-09,13,54,3546,41,75,24,1891,133
2018-09-10,13,54,3546,41,75,24,1891,133
2018-09-11,13,54,3546,41,75,24,1892,133
2018-09-12,13,54,3546,41,75,24,1892,133
2018-09-13,13,54,3546,41,75,24,1892,133
2018-09-14,14,54,3688,40,74,24,1892,133
2018-09-15,14,54,3688,40,74,24,1892,133
2018-09-16,14,54,3688,40,74,24,1892,133
2018-09-17,14,54,3688,40,74,24,1899,133
2018-09-18,14,54,3688,40,74,24,1899,133
2018-09-19,14,55,3736,41,74,24,1887,133
2018-09-20,9,36,2476,27,74,15,1887,133
2018-09-21,15,58,3988,44,74,24,1887,133
2018-09-22,15,58,3988,44,74,24,1881,133
2018-09-23,16,62,4241,46,74,24,1886,133
2018-09-24,16,63,4289,47,74,24,1881,133
2018-09-25,16,63,4289,47,74,24,1881,133
2018-09-26,16,63,4289,47,74,24,1881,133
2018-09-27,14,55,3739,41,74,22,1886,133
2018-09-28,14,56,3818,42,74,24,1890,133
2018-09-29,14,56,3818,42,74,24,1891,133
2018-09-30,14,56,3818,42,74,24,1889,133
2018-10-01,14,56,3818,42,74,24,1891,133
2018-10-02,13,54,3572,41,75,24,1889,133
2018-10-03,14,57,3743,43,75,24,1890,133
2018-10-04,14,57,3743,43,75,24,1886,133
2018-10-05,14,57,3743,43,75,24,1886,132
2018-10-06,14,57,3743,43,75,24,1893,132
2018-10-07,14,57,3893,43,74,24,1893,132
2018-10-08,14,57,3893,43,74,24,1893,132
2018-10-09,14,57,3893,43,74,24,1891,132
2018-10-10,14,57,3893,43,74,24,1890,132
2018-10-11,14,57,3893,43,74,24,1890,132
2018-10-12,14,55,3743,41,74,24,1890,132
2018-10-13,14,55,3743,41,74,24,1890,132
2018-10-14,14,55,3743,41,74,24,1897,132
2018-10-15,14,59,3848,44,75,24,1891,132
2018-10-16,14,56,3704,43,75,23,1883,132
2018-10-17,14,59,3848,44,75,24,1882,132
2018-10-18,14,57,3717,43,75,24,1883,132
2018-10-19,14,57,3717,43,75,24,1883,132
2018-10-20,14,57,3717,43,75,24,1883,132
2018-10-21,14,57,3717,43,75,24,1883,132
2018-10-22,14,57,3717,43,75,24,1883,132
2018-10-23,14,57,3717,43,75,24,1883,132
2018-10-24,14,57,3717,43,75,24,1883,132
2018-10-25,14,57,3866,42,74,24,1883,132
2018-10-26,13,57,3568,43,76,24,1883,132
2018-10-27,13,57,3419,44,77,24,1883,132
2018-10-28,13,57,3419,44,77,24,1883,132
2018-10-29,13,57,3419,44,77,24,1883,132
2018-10-30,13,57,3419,44,77,24,1883,131
2018-10-31,13,57,3419,44,77,24,1883,131
2018-11-01,13,57,3419,44,77,24,1883,131
2018-11-02,9,57,2527,47,83,24,1883,131
2018-11-03,9,57,2527,47,83,24,1883,131
2018-11-04,15,57,4163,41,72,24,1883,131
2018-11-05,15,57,4163,41,72,24,1883,131
2018-11-06,15,54,3979,39,72,24,1883,131
2018-11-07,15,54,3979,39,72,24,1883,131
2018-11-08,15,54,3979,39,72,24,1883,131
2018-11-09,15,54,3979,39,72,24,1883,131
2018-11-10,15,54,3979,39,72,24,1883,131
2018-11-11,15,54,3979,39,72,24,1883,131
2018-11-12,15,54,3979,39,72,24,1883,131
2018-11-13,14,54,3695,40,74,24,1883,131
2018-11-14,14,54,3695,40,74,24,1883,131
2018-11-15,14,54,3837,40,73,24,1883,131
2018-11-16,14,54,3837,40,73,24,1883,131
2018-11-17,12,46,3229,34,73,20,1883,131
2018-11-18,14,54,3837,40,73,24,1883,131
2018-11-19,13,48,3389,35,73,21,1883,131
2018-11-20,15,56,3979,41,73,24,1876,131
2018-11-21,15,56,3979,41,73,24,1876,131
2018-11-22,15,56,3979,41,73,24,1870,131
2018-11-23,15,56,3979,41,73,24,1874,131
2018-11-24,15,56,3979,41,73,24,1874,131
2018-11-25,15,56,3979,41,73,24,1876,130
2018-11-26,14,52,3664,38,73,22,1876,130
2018-11-27,15,56,3979,41,73,24,1876,130
2018-11-28,13,56,3537,43,76,24,1873,130
2018-11-29,13,56,3537,43,76,24,1872,130
2018-11-30,13,56,3537,43,76,24,1872,130
2018-12-01,13,56,3537,43,76,24,1872,130
2018-12-02,13,56,3537,43,76,24,1872,130
2018-12-03,13,56,3537,43,76,24,1874,130
2018-12-04,13,56,3537,43,76,24,1874,130
2018-12-05,14,56,3684,42,75,24,1874,130
2018-12-06,14,56,3684,42,75,24,1874,130
2018-12-07,14,56,3684,42,75,24,1874,130
2018-12-08,13,56,3389,43,77,24,2073,130
2018-12-09,13,56,3389,43,77,24,2073,130
2018-12-10,11,51,3079,39,77,22,2008,130
2018-12-11,13,56,3389,43,77,24,2008,130
2018-12-12,13,56,3537,43,76,24,2008,130
2018-12-13,13,56,3537,43,76,24,2008,130
2018-12-14,11,45,2859,35,76,19,2008,130
2018-12-15,13,56,3537,43,76,24,2008,130
2018-12-16,14,56,3684,42,75,24,2008,130
2018-12-17,14,56,3684,42,75,24,2008,130
2018-12-18,14,56,3684,42,75,24,2008,130
2018-12-19,14,56,3684,42,75,24,1978,130
2018-12-20,14,56,3684,42,75,24,1931,130
2018-12-21,14,56,3684,42,75,24,1931,129
2018-12-22,14,56,3684,42,75,24,1931,129
2018-12-23,14,56,3684,42,75,24,1931,129
2018-12-24,14,56,3684,42,75,24,1931,129
2018-12-25,14,56,3684,42,75,24,1931,129
2018-12-26,14,56,3684,42,75,24,1931,129
2018-12-27,14,56,3684,42,75,24,1931,129
2018-12-28,14,56,3684,42,75,24,1931,129
2018-12-29,14,56,3684,42,75,24,1931,129
2018-12-30,14,56,3684,42,75,24,1931,129
2018-12-31,14,56,3684,42,75,24,1931,129
2019-01-01,14,56,3684,42,75,24,1931,129
2019-01-02,14,56,3684,42,75,24,1931,129
2019-01-03,14,56,3684,42,75,24,1931,129
2019-01-04,14,56,3684,42,75,24,1931,129
2019-01-05,14,56,3684,42,75,24,1931,129
2019-01-06,14,56,3684,42,75,24,1931,129
2019-01-07,14,56,3684,42,75,24,1931,129
2019-01-08,14,56,3684,42,75,24,1931,129
2019-01-09,14,56,3684,42,75,24,1931,129
2019-01-10,14,56,3684,42,75,24,1931,129
2019-01-11,14,56,3684,42,75,24,1931,129
2019-01-12,14,56,3684,42,75,24,1931,129
2019-01-13,11,72,3043,61,84,24,1927,129
2019-01-14,15,67,4024,52,77,24,1949,129
2019-01-15,14,64,3867,50,77,24,1973,129
2019-01-16,14,64,3867,50,77,24,1984,128
2019-01-17,14,64,3867,50,77,24,1996,128
2019-01-18,14,64,3867,50,77,24,1996,128
2019-01-19,14,64,3867,50,77,24,1996,128
2019-01-20,14,64,3867,50,77,24,2020,128
2019-01-21,14,64,3867,50,77,24,2020,128
2019-01-22,14,64,3867,50,77,24,2032,128
2019-01-23,15,64,4035,49,76,24,2032,128
2019-01-24,15,64,4035,49,76,24,2032,128
2019-01-25,15,64,4035,49,76,24,2032,128
2019-01-26,15,64,4035,49,76,24,2032,128
2019-01-27,16,64,4203,48,75,24,2032,128
2019-01-28,15,63,4133,48,75,24,2087,128
2019-01-29,16,64,4203,48,75,24,2087,128
2019-01-30,16,64,4203,48,75,24,2087,128
2019-01-31,14,58,3800,44,75,22,2087,128
2019-02-01,14,58,3818,44,75,22,2087,128
2019-02-02,16,64,4203,48,75,24,2087,128
2019-02-03,16,64,4203,48,75,24,2087,128
2019-02-04,16,64,4203,48,75,24,2086,128
2019-02-05,14,58,3800,44,75,22,2086,128
2019-02-06,14,58,3800,44,75,22,2086,128
2019-02-07,16,64,4203,48,75,24,2086,128
2019-02-08,13,52,3397,39,75,19,2086,128
2019-02-09,14,56,3695,43,75,21,2086,128
2019-02-10,14,57,3730,43,75,21,2086,128
2019-02-11,15,57,3916,43,74,22,2086,127
2019-02-12,16,64,4371,48,74,24,2086,127
2019-02-13,16,64,4371,48,74,24,2086,127
2019-02-14,16,64,4371,48,74,24,2110,127
2019-02-15,15,59,4043,44,74,22,2110,127
2019-02-16,16,64,4371,48,74,24,2110,127
2019-02-17,15,60,4079,45,74,22,2110,127
2019-02-18,13,55,3463,42,76,21,2110,127
2019-02-19,15,64,4035,49,76,24,2110,127
2019-02-20,15,64,4035,49,76,24,2110,127
2019-02-21,13,57,3567,43,76,22,2110,127
2019-02-22,13,56,3534,43,76,22,2110,127
2019-02-23,13,62,3583,49,78,24,2110,127
2019-02-24,13,62,3583,49,78,24,2110,127
2019-02-25,12,56,3225,44,78,22,2110,127
2019-02-26,11,51,2956,40,78,20,2110,127
2019-02-27,12,58,3344,45,78,22,2110,127
2019-02-28,13,62,3583,49,78,24,2110,127
2019-03-01,13,62,3583,49,78,24,2110,127
2019-03-02,12,56,3225,44,78,22,2110,127
2019-03-03,12,56,3225,44,78,22,2110,127
2019-03-04,12,56,3210,44,78,22,2110,127
2019-03-05,12,55,3165,43,78,21,2110,127
2019-03-06,11,54,2823,43,80,21,2110,127
2019-03-07,11,57,3013,46,80,22,2110,127
2019-03-08,11,57,2999,46,80,22,2110,126
2019-03-09,11,57,2986,46,80,22,2110,126
2019-03-10,11,58,3040,47,80,22,2110,126
2019-03-11,11,56,2918,45,80,22,2086,126
2019-03-12,11,54,2836,43,80,21,2086,126
2019-03-13,10,52,2741,42,80,20,2086,126
2019-03-14,9,47,2456,38,80,18,2086,126
2019-03-15,11,54,2823,43,80,21,2086,126
2019-03-16,11,54,2850,44,80,21,2063,126
2019-03-17,12,62,3257,50,80,24,2086,126
2019-03-18,12,62,3257,50,80,24,2086,126
2019-03-19,12,62,3257,50,80,24,2098,126
2019-03-20,12,62,3257,50,80,24,2098,126
2019-03-21,12,62,3257,50,80,24,2110,126
2019-03-22,13,62,3583,49,78,24,2110,126
2019-03-23,13,62,3583,49,78,24,2110,126
2019-03-24,13,62,3583,49,78,24,2110,126
2019-03-25,13,62,3583,49,78,24,2110,126
2019-03-26,12,56,3210,44,78,22,2110,126
2019-03-27,13,62,3583,49,78,24,2110,126
2019-03-28,14,59,3713,45,76,23,2110,126
2019-03-29,15,62,3909,47,76,24,2110,126
2019-03-30,13,57,3615,44,76,22,2110,126
2019-03-31,13,62,3420,49,79,24,2110,126
2019-04-01,13,62,3420,49,79,24,2110,126
2019-04-02,13,62,3420,49,79,24,2110,126
2019-04-03,12,57,3135,45,79,22,2110,125
2019-04-04,12,56,3107,45,79,22,2110,125
2019-04-05,13,62,3420,49,79,24,2110,125
2019-04-06,12,57,3135,45,79,22,2110,125
2019-04-07,11,53,3075,42,78,21,2086,125
2019-04-08,9,44,2523,34,78,17,2086,125
2019-04-09,13,62,3583,49,78,24,2086,125
2019-04-10,12,58,3329,45,78,22,2086,125
2019-04-11,14,56,3698,43,75,22,2086,125
2019-04-12,15,62,4071,47,75,24,2086,125
2019-04-13,15,62,4071,47,75,24,2086,125
2019-04-14,15,62,4071,47,75,24,2122,125
2019-04-15,14,57,3732,43,75,22,2122,125
2019-04-16,14,57,3732,43,75,22,2122,125
2019-04-17,13,54,3529,41,75,21,2122,125
2019-04-18,14,58,3817,44,75,23,2122,125
2019-04-19,14,57,3749,43,75,22,2122,125
2019-04-20,15,57,3899,43,74,22,2122,125
2019-04-21,13,52,3564,39,74,20,2122,125
2019-04-22,14,57,3881,42,74,22,2122,125
2019-04-23,14,57,3881,42,74,22,2122,125
2019-04-24,13,51,3511,38,74,20,2122,125
2019-04-25,12,48,3302,36,74,22,2122,125
2019-04-26,13,50,3428,37,74,21,2122,125
2019-04-27,15,58,3975,43,74,24,2122,125
2019-04-28,12,53,3333,40,76,22,2122,125
2019-04-29,11,47,2935,36,76,19,2122,124
2019-04-30,12,50,3172,39,76,22,2122,124
2019-05-01,13,54,3429,42,76,24,2122,124
2019-05-02,13,54,3429,42,76,24,2122,124
2019-05-03,13,54,3429,42,76,24,2122,124
2019-05-04,12,54,3144,43,78,24,2122,124
2019-05-05,11,49,2856,39,78,22,2122,124
2019-05-06,12,54,3144,43,78,24,2122,124
2019-05-07,9,42,2435,33,78,22,2122,124
2019-05-08,9,41,2384,32,78,22,2122,124
2019-05-09,10,45,2589,35,78,24,2122,124
2019-05-10,9,41,2368,32,78,22,2122,124
2019-05-11,10,45,2583,35,78,24,2134,124
2019-05-12,10,45,2583,35,78,24,2134,124
2019-05-13,10,45,2818,34,76,24,2134,124
2019-05-14,10,45,2818,34,76,24,2134,124
2019-05-15,10,45,2818,34,76,24,2134,124
2019-05-16,10,45,2818,34,76,24,2134,124
2019-05-17,8,34,2202,25,75,18,2134,124
2019-05-18,11,45,2935,34,75,24,2134,124
2019-05-19,11,45,2935,34,75,24,2134,124
2019-05-20,11,45,2935,34,75,24,2134,124
2019-05-21,8,34,2202,25,75,18,2134,124
2019-05-22,11,45,2935,34,75,24,2134,124
2019-05-23,8,34,2202,25,75,18,2134,124
2019-05-24,7,30,1945,22,75,16,2134,124
2019-05-25,11,45,2935,34,75,24,2134,123
2019-05-26,8,34,2202,25,75,18,2122,123
2019-05-27,11,45,2935,34,75,24,2122,123
2019-05-28,8,34,2250,26,75,18,2122,123
2019-05-29,11,45,2935,34,75,24,2122,123
2019-05-30,11,45,2935,34,75,24,2122,123
2019-05-31,9,35,2287,26,75,19,2122,123
2019-06-01,8,33,2189,25,75,18,2122,123
2019-06-02,8,34,2263,26,75,19,2122,123
2019-06-03,11,45,3053,33,74,24,2122,123
2019-06-04,11,45,3053,33,74,24,2122,123
2019-06-05,11,45,3053,33,74,24,2122,123
2019-06-06,11,45,3053,33,74,24,2122,123
2019-06-07,8,33,2183,25,75,20,2122,123
2019-06-08,10,40,2646,30,75,24,2122,123
2019-06-09,10,40,2646,30,75,24,2122,123
2019-06-10,10,39,2580,30,75,23,2122,123
2019-06-11,8,34,2260,26,75,21,2122,123
2019-06-12,9,40,2435,31,77,24,2134,123
2019-06-13,7,32,1927,25,77,19,2134,123
2019-06-14,9,40,2435,31,77,24,2134,123
2019-06-15,9,38,2296,29,77,19,2134,123
2019-06-16,11,48,2900,37,77,24,2134,123
2019-06-17,9,38,2495,29,75,19,2134,123
2019-06-18,12,48,3152,36,75,24,2134,123
2019-06-19,9,37,2456,28,75,19,2134,122
2019-06-20,9,39,2535,29,75,19,2134,122
2019-06-21,11,43,2824,32,75,22,2134,122
2019-06-22,9,36,2377,27,75,18,2134,122
2019-06-23,11,44,2918,34,75,23,2122,122
2019-06-24,8,32,2090,24,75,19,2122,122
2019-06-25,10,40,2627,30,75,24,2122,122
2019-06-26,9,37,2493,27,74,22,2122,122
2019-06-27,9,35,2402,26,74,21,2122,122
2019-06-28,8,32,2163,24,74,19,2122,122
2019-06-29,8,33,2231,24,74,20,2122,122
2019-06-30,10,40,2732,30,74,24,2122,122
2019-07-01,10,40,2732,30,74,24,2122,122
2019-07-02,8,32,2163,24,74,19,2122,122
2019-07-03,8,32,2163,24,74,19,2122,122
2019-07-04,12,47,3305,34,73,24,2122,122
2019-07-05,10,37,2616,27,73,19,2122,122
2019-07-06,12,47,3305,34,73,24,2134,122
2019-07-07,10,38,2664,28,73,20,2134,122
2019-07-08,11,42,2979,31,73,24,2134,122
2019-07-09,10,37,2601,27,73,20,2098,122
2019-07-10,10,36,2587,27,73,20,2098,122
2019-07-11,9,36,2491,27,74,20,2098,122
2019-07-12,11,45,3066,33,74,24,2098,122
2019-07-13,9,36,2491,27,74,20,2098,122
2019-07-14,9,36,2491,27,74,20,2098,122
2019-07-15,11,45,3066,33,74,24,2122,121
2019-07-16,10,40,2699,29,74,20,2122,121
2019-07-17,12,48,3305,36,74,24,2122,121
2019-07-18,8,32,2204,24,74,17,2122,121
2019-07-19,11,43,2939,32,74,22,2122,121
2019-07-20,10,37,2558,28,74,20,2122,121
2019-07-21,10,37,2755,27,72,20,2122,121
2019-07-22,11,39,2882,28,72,20,2122,121
2019-07-23,10,38,2814,28,72,21,2122,121
2019-07-24,10,38,2814,28,72,21,2122,121
2019-07-25,11,40,3057,29,71,22,2110,121
2019-07-26,12,41,3146,30,71,22,2110,121
2019-07-27,10,35,2634,25,71,18,2110,121
2019-07-28,11,39,3000,28,71,21,2122,121
2019-07-29,10,35,2648,25,71,18,2075,121
2019-07-30,9,35,2479,26,73,18,2110,121
2019-07-31,10,40,2806,29,73,21,2110,121
2019-08-01,8,30,2094,22,73,17,2098,121
2019-08-02,8,29,2033,21,73,17,2098,121
2019-08-03,8,30,2094,22,73,17,2098,121
2019-08-04,8,29,2082,22,73,17,2098,121
2019-08-05,7,28,1972,20,73,16,2098,121
2019-08-06,8,30,2094,22,73,17,2075,121
2019-08-07,7,27,1911,20,73,16,2075,121
2019-08-08,9,34,2435,25,73,20,2075,121
2019-08-09,8,29,2070,21,73,15,2075,121
2019-08-10,10,37,2641,27,73,19,2075,120
2019-08-11,8,32,2088,24,75,16,2075,120
2019-08-12,7,27,1797,21,75,14,2075,120
2019-08-13,8,33,2167,25,75,16,2075,120
2019-08-14,8,33,2194,25,75,17,2075,120
2019-08-15,7,28,1850,21,75,14,2075,120
2019-08-16,9,38,2511,29,75,19,2075,120
2019-08-17,7,31,1810,25,78,15,2062,120
2019-08-18,9,40,2324,32,78,19,2062,120
2019-08-19,6,30,1712,23,78,14,2062,120
2019-08-20,9,40,2324,32,78,19,2062,120
2019-08-21,7,33,1896,26,78,16,2062,120
2019-08-22,8,37,2116,29,78,17,2062,120
2019-08-23,8,38,2193,30,78,19,2062,120
2019-08-24,6,29,1700,23,78,15,2086,120
2019-08-25,8,39,2228,30,78,19,2086,120
2019-08-26,7,29,1842,22,76,14,2086,120
2019-08-27,9,38,2379,29,76,19,2086,120
2019-08-28,8,36,2239,27,76,18,2086,120
2019-08-29,7,32,1996,24,76,16,2086,120
2019-08-30,8,39,2127,31,79,19,2086,120
2019-08-31,6,28,1567,23,79,14,2086,120
2019-09-01,8,39,2127,31,79,19,2086,120
2019-09-02,8,39,2127,31,79,19,2098,120
2019-09-03,6,30,1679,24,79,15,2098,120
2019-09-04,10,49,2686,39,79,24,2098,120
2019-09-05,10,49,2686,39,79,24,2098,119
2019-09-06,10,49,2686,39,79,24,2098,119
2019-09-07,10,49,2719,39,79,24,2122,119
2019-09-08,12,49,3237,37,75,24,2122,119
2019-09-09,9,39,2549,29,75,19,2122,119
2019-09-10,10,39,2563,29,75,19,2098,119
2019-09-11,9,38,2496,29,75,19,2098,119
2019-09-12,8,30,2034,22,74,15,2110,119
2019-09-13,10,39,2665,29,74,19,2110,119
2019-09-14,10,38,2595,28,74,19,2110,119
2019-09-15,7,29,1981,22,74,15,2110,119
2019-09-16,10,38,2611,29,74,19,2110,119
2019-09-17,9,37,2543,28,74,19,2110,119
2019-09-18,7,29,2014,22,74,15,2110,119
2019-09-19,10,39,2633,29,74,19,2110,119
2019-09-20,10,38,2564,28,74,19,2110,119
2019-09-21,7,29,1855,23,76,15,2110,119
2019-09-22,11,46,2925,36,76,19,2086,119
2019-09-23,11,45,2832,34,76,18,2098,119
2019-09-24,8,36,2247,27,76,15,2098,119
2019-09-25,11,46,3046,35,75,19,2098,119
2019-09-26,8,34,2205,25,75,18,2098,119
2019-09-27,7,27,1750,20,75,15,2098,119
2019-09-28,10,40,2605,30,75,19,2098,119
2019-09-29,9,38,2522,29,75,18,2098,119
2019-09-30,7,30,2001,23,75,15,2098,119
2019-10-01,10,40,2605,30,75,19,2110,118
2019-10-02,9,38,2522,29,75,18,2110,118
2019-10-03,7,30,2001,23,75,15,2110,118
